user_id,nama,gender,usia,kota,pekerjaan,pendapatan_bulanan,saldo_saat_ini,tujuan,usia_target_tujuan,persona
U0509,Nasabah0509,wanita,35,Denpasar,Guru,9000000,12102963,Menikah,50,Berkembang
U0510,Nasabah0510,pria,30,Jakarta,Karyawan BUMN,4500000,10304499,Dana darurat,52,Konsumtif
U0511,Nasabah0511,wanita,21,Bandung,Guru,5000000,10849311,Beli rumah,30,Penabung Disiplin
U0512,Nasabah0512,pria,33,Jakarta,Karyawan BUMN,6000000,3927977,Dana darurat,39,Defisit
U0513,Nasabah0513,wanita,34,Surabaya,Guru,4000000,2526373,Beli rumah,49,Defisit
U0514,Nasabah0514,pria,33,Jakarta,Wiraswasta,9000000,21101984,Beli rumah,54,Berkembang
U0515,Nasabah0515,wanita,40,Surabaya,Freelancer,4500000,2076655,Beli rumah,46,Defisit
U0516,Nasabah0516,pria,25,Yogyakarta,Freelancer,4500000,4856970,Dana darurat,42,Defisit
U0517,Nasabah0517,wanita,20,Denpasar,Wiraswasta,6000000,17177451,Dana pensiun,37,Penabung Disiplin
U0518,Nasabah0518,pria,38,Denpasar,Freelancer,6000000,5667689,Dana darurat,53,Numpang Lewat
U0519,Nasabah0519,wanita,41,Makassar,PNS,7000000,9550763,Beli mobil,61,Berkembang
U0520,Nasabah0520,pria,27,Denpasar,Wiraswasta,8000000,17436039,Beli rumah,46,Berkembang
U0521,Nasabah0521,wanita,20,Bandung,Wiraswasta,10000000,18191780,Beli mobil,38,Penabung Disiplin
U0522,Nasabah0522,pria,21,Makassar,PNS,10000000,23935036,Dana darurat,33,Penabung Disiplin
U0523,Nasabah0523,wanita,30,Medan,Freelancer,7000000,13138433,Beli mobil,39,Penabung Disiplin
U0524,Nasabah0524,pria,28,Bandung,PNS,8000000,15973870,Beli mobil,46,Penabung Disiplin
U0525,Nasabah0525,wanita,29,Surabaya,Karyawan BUMN,9000000,19300819,Beli rumah,48,Penabung Disiplin
U0526,Nasabah0526,pria,35,Yogyakarta,PNS,7000000,3829054,Dana pendidikan anak,44,Berkembang
U0527,Nasabah0527,wanita,28,Yogyakarta,Karyawan swasta,5000000,5560103,Dana pendidikan anak,48,Defisit
U0528,Nasabah0528,pria,23,Makassar,Karyawan swasta,12000000,10547726,Dana pendidikan anak,46,Numpang Lewat
U0529,Nasabah0529,wanita,20,Bandung,Guru,4500000,4787039,Beli rumah,38,Defisit
U0530,Nasabah0530,pria,35,Bandung,Karyawan BUMN,4000000,2255102,Dana pendidikan anak,39,Defisit
U0531,Nasabah0531,wanita,31,Bandung,PNS,6000000,6593904,Beli rumah,54,Numpang Lewat
U0532,Nasabah0532,pria,40,Makassar,Karyawan swasta,7000000,13370733,Dana darurat,55,Penabung Disiplin
U0533,Nasabah0533,wanita,38,Bandung,Freelancer,9000000,25740629,Beli rumah,50,Konsumtif
U0534,Nasabah0534,pria,28,Yogyakarta,Guru,6000000,12639252,Dana pendidikan anak,41,Konsumtif
U0535,Nasabah0535,wanita,26,Semarang,Karyawan BUMN,12000000,14646495,Beli mobil,50,Numpang Lewat
U0536,Nasabah0536,pria,44,Semarang,Karyawan BUMN,4000000,2001500,Liburan,50,Defisit
U0537,Nasabah0537,wanita,37,Jakarta,Guru,9000000,13225313,Dana pendidikan anak,41,Konsumtif
U0538,Nasabah0538,pria,46,Semarang,Wiraswasta,8000000,20627646,Beli rumah,62,Berkembang
U0539,Nasabah0539,wanita,34,Surabaya,Wiraswasta,12000000,36839062,Beli mobil,45,Penabung Disiplin
U0540,Nasabah0540,pria,27,Denpasar,Guru,4000000,3083106,Liburan,45,Defisit
U0541,Nasabah0541,wanita,38,Bandung,Karyawan BUMN,10000000,25755142,Beli rumah,44,Berkembang
U0542,Nasabah0542,pria,23,Surabaya,PNS,9000000,10872859,Beli mobil,33,Numpang Lewat
U0543,Nasabah0543,wanita,20,Denpasar,Guru,6000000,4600454,Dana darurat,32,Konsumtif
U0544,Nasabah0544,pria,30,Surabaya,Karyawan swasta,4500000,6567292,Beli mobil,40,Konsumtif
U0545,Nasabah0545,wanita,40,Denpasar,Guru,12000000,32016319,Dana darurat,51,Penabung Disiplin
U0546,Nasabah0546,pria,28,Bandung,PNS,10000000,18277421,Dana pensiun,34,Penabung Disiplin
U0547,Nasabah0547,wanita,28,Semarang,Wiraswasta,12000000,32241994,Dana pendidikan anak,33,Penabung Disiplin
U0548,Nasabah0548,pria,20,Yogyakarta,Karyawan BUMN,8000000,18155971,Beli mobil,41,Penabung Disiplin
U0549,Nasabah0549,wanita,29,Jakarta,PNS,8000000,10484663,Dana darurat,40,Berkembang
U0550,Nasabah0550,pria,20,Makassar,Wiraswasta,9000000,15580828,Dana darurat,41,Numpang Lewat
U0551,Nasabah0551,wanita,27,Makassar,PNS,7000000,15646822,Dana darurat,50,Penabung Disiplin
U0552,Nasabah0552,pria,26,Medan,Wiraswasta,9000000,19466253,Beli rumah,30,Berkembang
U0553,Nasabah0553,wanita,21,Surabaya,PNS,4000000,1771763,Dana pensiun,37,Defisit
U0554,Nasabah0554,pria,23,Bandung,Karyawan swasta,4000000,6863697,Menikah,39,Konsumtif
U0555,Nasabah0555,wanita,37,Denpasar,Karyawan BUMN,10000000,18163474,Liburan,58,Penabung Disiplin
U0556,Nasabah0556,pria,42,Yogyakarta,PNS,12000000,29912866,Beli rumah,53,Berkembang
U0557,Nasabah0557,wanita,34,Bandung,Karyawan BUMN,4000000,3448909,Dana pensiun,42,Numpang Lewat
U0558,Nasabah0558,pria,25,Surabaya,Karyawan swasta,7000000,12494650,Menikah,48,Konsumtif
U0559,Nasabah0559,wanita,32,Denpasar,Karyawan BUMN,5000000,6733992,Liburan,51,Konsumtif
U0560,Nasabah0560,pria,27,Jakarta,PNS,5000000,12704311,Beli mobil,38,Penabung Disiplin
U0561,Nasabah0561,wanita,24,Surabaya,Guru,4000000,5340104,Dana darurat,28,Defisit
U0562,Nasabah0562,pria,33,Denpasar,PNS,6000000,9942366,Beli mobil,51,Numpang Lewat
U0563,Nasabah0563,wanita,27,Jakarta,PNS,4000000,3077265,Menikah,49,Defisit
U0564,Nasabah0564,pria,33,Bandung,Freelancer,6000000,10106227,Liburan,36,Berkembang
U0565,Nasabah0565,wanita,39,Bandung,Karyawan swasta,12000000,25819257,Liburan,50,Penabung Disiplin
U0566,Nasabah0566,pria,27,Semarang,Freelancer,10000000,16815327,Liburan,50,Numpang Lewat
U0567,Nasabah0567,wanita,42,Semarang,Freelancer,7000000,18180645,Dana darurat,51,Penabung Disiplin
U0568,Nasabah0568,pria,32,Jakarta,Guru,12000000,14540252,Dana pendidikan anak,36,Numpang Lewat
U0569,Nasabah0569,wanita,32,Surabaya,Karyawan swasta,8000000,9218223,Dana darurat,56,Berkembang
U0570,Nasabah0570,pria,27,Semarang,Freelancer,4500000,9199510,Dana darurat,30,Konsumtif
U0571,Nasabah0571,wanita,31,Denpasar,Freelancer,4000000,3321840,Dana darurat,46,Berkembang
U0572,Nasabah0572,pria,30,Surabaya,PNS,8000000,13157569,Dana pensiun,54,Numpang Lewat
U0573,Nasabah0573,wanita,21,Semarang,Karyawan swasta,7000000,19107388,Dana pensiun,26,Konsumtif
U0574,Nasabah0574,pria,27,Surabaya,Karyawan swasta,5000000,11708949,Menikah,41,Penabung Disiplin
U0575,Nasabah0575,wanita,36,Makassar,Wiraswasta,5000000,10515586,Dana darurat,52,Penabung Disiplin
U0576,Nasabah0576,pria,26,Bandung,Karyawan BUMN,4000000,3162520,Dana pendidikan anak,37,Penabung Disiplin
U0577,Nasabah0577,wanita,20,Semarang,Wiraswasta,4000000,1651433,Dana pendidikan anak,33,Defisit
U0578,Nasabah0578,pria,30,Denpasar,Karyawan swasta,5000000,10785083,Beli mobil,54,Penabung Disiplin
U0579,Nasabah0579,wanita,22,Makassar,Karyawan BUMN,4500000,9314834,Beli mobil,31,Numpang Lewat
U0580,Nasabah0580,pria,45,Makassar,PNS,10000000,28514677,Beli mobil,68,Penabung Disiplin
U0581,Nasabah0581,wanita,25,Surabaya,PNS,10000000,14629284,Menikah,34,Berkembang
U0582,Nasabah0582,pria,39,Jakarta,Guru,6000000,13221755,Menikah,54,Penabung Disiplin
U0583,Nasabah0583,wanita,28,Makassar,Freelancer,12000000,24498002,Dana darurat,45,Berkembang
U0584,Nasabah0584,pria,24,Semarang,Freelancer,4500000,3051199,Dana darurat,30,Defisit
U0585,Nasabah0585,wanita,38,Bandung,Karyawan BUMN,9000000,18419871,Dana darurat,53,Penabung Disiplin
U0586,Nasabah0586,pria,21,Semarang,Karyawan swasta,4500000,3602709,Dana darurat,31,Penabung Disiplin
U0587,Nasabah0587,wanita,34,Yogyakarta,Karyawan BUMN,8000000,15033238,Beli mobil,56,Konsumtif
U0588,Nasabah0588,pria,34,Semarang,Karyawan swasta,7000000,10336534,Beli rumah,54,Penabung Disiplin
U0589,Nasabah0589,wanita,20,Bandung,Guru,12000000,25219042,Dana pendidikan anak,24,Berkembang
U0590,Nasabah0590,pria,24,Jakarta,Guru,8000000,20519058,Liburan,37,Berkembang
U0591,Nasabah0591,wanita,23,Denpasar,Guru,4500000,4970529,Dana pendidikan anak,31,Numpang Lewat
U0592,Nasabah0592,pria,20,Makassar,Wiraswasta,5000000,9302837,Dana pendidikan anak,41,Penabung Disiplin
U0593,Nasabah0593,wanita,20,Medan,Karyawan BUMN,8000000,13332349,Liburan,29,Berkembang
U0594,Nasabah0594,pria,41,Bandung,Wiraswasta,10000000,24106392,Beli rumah,56,Berkembang
U0595,Nasabah0595,wanita,27,Medan,Freelancer,4500000,4216770,Dana pensiun,49,Berkembang
U0596,Nasabah0596,pria,32,Bandung,Wiraswasta,9000000,16736751,Menikah,46,Berkembang
U0597,Nasabah0597,wanita,26,Medan,Guru,12000000,26179010,Dana pendidikan anak,35,Berkembang
U0598,Nasabah0598,pria,30,Yogyakarta,PNS,4500000,5469054,Dana darurat,54,Penabung Disiplin
U0599,Nasabah0599,wanita,49,Medan,Guru,8000000,19770021,Liburan,61,Penabung Disiplin
U0600,Nasabah0600,pria,36,Medan,Karyawan swasta,10000000,13883687,Beli mobil,55,Numpang Lewat
U0601,Nasabah0601,wanita,23,Surabaya,Guru,7000000,13374290,Liburan,37,Konsumtif
U0602,Nasabah0602,pria,35,Jakarta,PNS,10000000,16961071,Dana darurat,47,Konsumtif
U0603,Nasabah0603,wanita,20,Makassar,Karyawan swasta,4500000,3624309,Liburan,26,Defisit
U0604,Nasabah0604,pria,36,Denpasar,Karyawan BUMN,4000000,2704667,Menikah,44,Defisit
U0605,Nasabah0605,wanita,25,Medan,Wiraswasta,9000000,15224766,Dana darurat,40,Penabung Disiplin
U0606,Nasabah0606,pria,34,Bandung,Karyawan BUMN,6000000,9845878,Dana darurat,57,Numpang Lewat
U0607,Nasabah0607,wanita,36,Medan,Karyawan BUMN,5000000,2814051,Dana pensiun,49,Defisit
U0608,Nasabah0608,pria,24,Surabaya,Karyawan BUMN,4000000,2592792,Dana darurat,38,Defisit
U0609,Nasabah0609,wanita,29,Semarang,Karyawan swasta,12000000,26890362,Beli mobil,48,Konsumtif
U0610,Nasabah0610,pria,37,Medan,Guru,4500000,2221700,Liburan,40,Defisit
U0611,Nasabah0611,wanita,31,Semarang,Karyawan swasta,4000000,2378470,Dana pensiun,55,Defisit
U0612,Nasabah0612,pria,31,Semarang,Karyawan BUMN,6000000,3473515,Beli rumah,40,Defisit
U0613,Nasabah0613,wanita,30,Jakarta,PNS,8000000,18956484,Beli mobil,42,Penabung Disiplin
U0614,Nasabah0614,pria,30,Yogyakarta,Karyawan swasta,6000000,7129677,Beli mobil,36,Konsumtif
U0615,Nasabah0615,wanita,35,Makassar,Wiraswasta,10000000,14704209,Dana darurat,38,Numpang Lewat
U0616,Nasabah0616,pria,31,Medan,PNS,6000000,10763727,Dana darurat,37,Defisit
U0617,Nasabah0617,wanita,27,Bandung,Karyawan swasta,12000000,20658939,Menikah,39,Numpang Lewat
U0618,Nasabah0618,pria,32,Bandung,Wiraswasta,6000000,10902335,Liburan,44,Penabung Disiplin
U0619,Nasabah0619,wanita,27,Medan,PNS,7000000,18257403,Dana pensiun,34,Penabung Disiplin
U0620,Nasabah0620,pria,26,Denpasar,Wiraswasta,4000000,2215877,Liburan,32,Defisit
U0621,Nasabah0621,wanita,20,Surabaya,Wiraswasta,10000000,14775627,Menikah,24,Numpang Lewat
U0622,Nasabah0622,pria,23,Makassar,Karyawan BUMN,7000000,7776631,Dana pendidikan anak,33,Berkembang
U0623,Nasabah0623,wanita,24,Denpasar,PNS,6000000,12115673,Dana darurat,32,Berkembang
U0624,Nasabah0624,pria,20,Denpasar,Guru,4000000,1999601,Dana pendidikan anak,41,Defisit
U0625,Nasabah0625,wanita,33,Jakarta,Karyawan BUMN,5000000,6197819,Dana pendidikan anak,54,Defisit
U0626,Nasabah0626,pria,41,Bandung,Wiraswasta,4000000,2639056,Menikah,58,Defisit
U0627,Nasabah0627,wanita,35,Denpasar,Guru,6000000,10779720,Dana darurat,52,Konsumtif
U0628,Nasabah0628,pria,26,Medan,Wiraswasta,8000000,15269379,Dana darurat,34,Berkembang
U0629,Nasabah0629,wanita,36,Bandung,Guru,6000000,5858220,Liburan,54,Defisit
U0630,Nasabah0630,pria,20,Medan,Karyawan BUMN,6000000,8133715,Dana darurat,44,Numpang Lewat
U0631,Nasabah0631,wanita,23,Semarang,PNS,7000000,10325884,Beli mobil,29,Konsumtif
U0632,Nasabah0632,pria,26,Denpasar,Karyawan BUMN,6000000,11382851,Liburan,42,Penabung Disiplin
U0633,Nasabah0633,wanita,32,Denpasar,Karyawan BUMN,12000000,32947287,Beli rumah,52,Berkembang
U0634,Nasabah0634,pria,27,Semarang,Freelancer,5000000,8181279,Dana darurat,38,Numpang Lewat
U0635,Nasabah0635,wanita,20,Makassar,Karyawan swasta,7000000,15179132,Dana darurat,23,Konsumtif
U0636,Nasabah0636,pria,31,Jakarta,Guru,12000000,35982100,Dana pendidikan anak,36,Berkembang
U0637,Nasabah0637,wanita,29,Bandung,Wiraswasta,6000000,3894470,Dana darurat,36,Defisit
U0638,Nasabah0638,pria,20,Makassar,Wiraswasta,6000000,8371892,Dana pensiun,25,Numpang Lewat
U0639,Nasabah0639,wanita,23,Jakarta,PNS,10000000,14888841,Menikah,45,Konsumtif
U0640,Nasabah0640,pria,20,Makassar,PNS,12000000,32547094,Beli rumah,30,Berkembang
U0641,Nasabah0641,wanita,24,Bandung,PNS,6000000,11214978,Menikah,48,Penabung Disiplin
U0642,Nasabah0642,pria,31,Surabaya,Wiraswasta,5000000,6689205,Liburan,43,Berkembang
U0643,Nasabah0643,wanita,34,Jakarta,PNS,10000000,8190388,Dana pensiun,40,Defisit
U0644,Nasabah0644,pria,24,Denpasar,PNS,9000000,6761282,Dana pensiun,46,Berkembang
U0645,Nasabah0645,wanita,33,Jakarta,Guru,5000000,7826757,Dana darurat,49,Konsumtif
U0646,Nasabah0646,pria,35,Semarang,Wiraswasta,8000000,17086965,Dana darurat,42,Berkembang
U0647,Nasabah0647,wanita,20,Medan,Karyawan swasta,4000000,3015058,Beli mobil,29,Defisit
U0648,Nasabah0648,pria,30,Makassar,Karyawan swasta,7000000,7886429,Beli mobil,35,Berkembang
U0649,Nasabah0649,wanita,26,Semarang,PNS,12000000,29370824,Dana pensiun,41,Berkembang
U0650,Nasabah0650,pria,20,Makassar,PNS,6000000,9281637,Dana pensiun,31,Konsumtif
U0651,Nasabah0651,wanita,25,Bandung,Wiraswasta,5000000,6609452,Dana darurat,31,Defisit
U0652,Nasabah0652,pria,27,Yogyakarta,Karyawan swasta,8000000,17148994,Dana darurat,31,Penabung Disiplin
U0653,Nasabah0653,wanita,33,Jakarta,PNS,5000000,6275064,Menikah,36,Numpang Lewat
U0654,Nasabah0654,pria,33,Semarang,Freelancer,4500000,4965627,Dana darurat,38,Penabung Disiplin
U0655,Nasabah0655,wanita,24,Surabaya,PNS,4500000,10487114,Liburan,40,Penabung Disiplin
U0656,Nasabah0656,pria,22,Medan,Guru,4500000,4888482,Liburan,30,Defisit
U0657,Nasabah0657,wanita,34,Bandung,Karyawan BUMN,9000000,23140746,Beli mobil,41,Penabung Disiplin
U0658,Nasabah0658,pria,38,Bandung,PNS,5000000,5685751,Dana darurat,57,Numpang Lewat
U0659,Nasabah0659,wanita,26,Semarang,Freelancer,9000000,16853406,Dana pensiun,30,Konsumtif
U0660,Nasabah0660,pria,20,Denpasar,PNS,10000000,29633861,Dana pendidikan anak,27,Penabung Disiplin
U0661,Nasabah0661,wanita,38,Yogyakarta,PNS,5000000,6239841,Beli mobil,59,Berkembang
U0662,Nasabah0662,pria,36,Bandung,Karyawan BUMN,4500000,5509638,Dana pendidikan anak,51,Penabung Disiplin
U0663,Nasabah0663,wanita,37,Medan,Guru,7000000,8564477,Beli mobil,59,Defisit
U0664,Nasabah0664,pria,25,Jakarta,Guru,7000000,16417665,Menikah,28,Berkembang
U0665,Nasabah0665,wanita,28,Semarang,Freelancer,4000000,6039495,Beli rumah,45,Penabung Disiplin
U0666,Nasabah0666,pria,29,Bandung,Guru,10000000,6120970,Dana darurat,37,Numpang Lewat
U0667,Nasabah0667,wanita,25,Denpasar,Karyawan BUMN,9000000,21285082,Beli rumah,37,Penabung Disiplin
U0668,Nasabah0668,pria,26,Denpasar,Freelancer,8000000,14283062,Dana darurat,48,Penabung Disiplin
U0669,Nasabah0669,wanita,33,Medan,Karyawan BUMN,10000000,25884348,Beli rumah,49,Penabung Disiplin
U0670,Nasabah0670,pria,35,Medan,Wiraswasta,4000000,2999370,Menikah,54,Defisit
U0671,Nasabah0671,wanita,31,Bandung,Freelancer,4000000,6072574,Liburan,40,Penabung Disiplin
U0672,Nasabah0672,pria,25,Jakarta,Wiraswasta,6000000,14760893,Dana darurat,40,Penabung Disiplin
U0673,Nasabah0673,wanita,37,Surabaya,Wiraswasta,7000000,15861305,Beli mobil,55,Penabung Disiplin
U0674,Nasabah0674,pria,33,Bandung,Freelancer,7000000,15545976,Dana pensiun,48,Berkembang
U0675,Nasabah0675,wanita,21,Bandung,Guru,7000000,18721498,Beli mobil,30,Konsumtif
U0676,Nasabah0676,pria,28,Makassar,Freelancer,6000000,3617056,Beli mobil,48,Berkembang
U0677,Nasabah0677,wanita,20,Yogyakarta,Karyawan swasta,10000000,16005943,Dana pensiun,30,Numpang Lewat
U0678,Nasabah0678,pria,36,Jakarta,Freelancer,12000000,38677726,Dana pendidikan anak,40,Konsumtif
U0679,Nasabah0679,wanita,40,Jakarta,Freelancer,12000000,30049095,Liburan,49,Penabung Disiplin
U0680,Nasabah0680,pria,20,Denpasar,Karyawan BUMN,5000000,3442480,Dana pensiun,39,Defisit
U0681,Nasabah0681,wanita,23,Semarang,Wiraswasta,4000000,5038090,Liburan,43,Konsumtif
U0682,Nasabah0682,pria,41,Medan,PNS,12000000,24594994,Beli rumah,62,Penabung Disiplin
U0683,Nasabah0683,wanita,46,Bandung,Wiraswasta,6000000,7940368,Menikah,50,Penabung Disiplin
U0684,Nasabah0684,pria,27,Yogyakarta,Wiraswasta,6000000,8741883,Menikah,43,Berkembang
U0685,Nasabah0685,wanita,26,Semarang,Guru,12000000,29492890,Menikah,31,Berkembang
U0686,Nasabah0686,pria,39,Makassar,Freelancer,7000000,14239116,Beli rumah,54,Penabung Disiplin
U0687,Nasabah0687,wanita,24,Medan,Wiraswasta,4500000,11122388,Beli rumah,42,Penabung Disiplin
U0688,Nasabah0688,pria,20,Yogyakarta,Karyawan BUMN,8000000,16195530,Beli rumah,29,Berkembang
U0689,Nasabah0689,wanita,41,Makassar,Guru,6000000,6560054,Dana pendidikan anak,44,Berkembang
U0690,Nasabah0690,pria,20,Denpasar,Karyawan swasta,6000000,10585130,Beli rumah,26,Penabung Disiplin
U0691,Nasabah0691,wanita,33,Bandung,Wiraswasta,8000000,16636209,Dana pensiun,38,Berkembang
U0692,Nasabah0692,pria,30,Medan,PNS,7000000,19533023,Beli mobil,38,Berkembang
U0693,Nasabah0693,wanita,34,Makassar,Wiraswasta,4500000,2263365,Menikah,53,Defisit
U0694,Nasabah0694,pria,31,Denpasar,Freelancer,5000000,9630028,Dana pendidikan anak,51,Konsumtif
U0695,Nasabah0695,wanita,25,Yogyakarta,Guru,7000000,13797129,Dana pendidikan anak,49,Berkembang
U0696,Nasabah0696,pria,32,Medan,PNS,5000000,6714188,Liburan,48,Konsumtif
U0697,Nasabah0697,wanita,25,Yogyakarta,Guru,9000000,20486350,Dana pensiun,33,Konsumtif
U0698,Nasabah0698,pria,36,Bandung,Freelancer,8000000,11928838,Dana pendidikan anak,55,Numpang Lewat
U0699,Nasabah0699,wanita,34,Yogyakarta,Guru,4500000,4172915,Beli mobil,57,Defisit
U0700,Nasabah0700,pria,26,Makassar,Karyawan BUMN,4500000,8340176,Dana pensiun,47,Berkembang
U0701,Nasabah0701,wanita,31,Semarang,PNS,6000000,13940105,Liburan,52,Konsumtif
U0702,Nasabah0702,pria,35,Denpasar,Karyawan swasta,9000000,20041411,Dana pensiun,58,Berkembang
U0703,Nasabah0703,wanita,29,Denpasar,Karyawan BUMN,9000000,9561655,Liburan,49,Berkembang
U0704,Nasabah0704,pria,33,Medan,Karyawan swasta,7000000,10211810,Beli rumah,39,Konsumtif
U0705,Nasabah0705,wanita,20,Jakarta,Karyawan swasta,4500000,4883409,Dana darurat,36,Konsumtif
U0706,Nasabah0706,pria,27,Yogyakarta,Wiraswasta,9000000,20302029,Dana darurat,30,Penabung Disiplin
U0707,Nasabah0707,wanita,21,Yogyakarta,Guru,10000000,9081350,Liburan,37,Numpang Lewat
U0708,Nasabah0708,pria,29,Jakarta,Guru,10000000,33139230,Dana darurat,51,Konsumtif
U0709,Nasabah0709,wanita,48,Makassar,Wiraswasta,5000000,8857225,Menikah,53,Konsumtif
U0710,Nasabah0710,pria,20,Medan,Guru,12000000,31919022,Liburan,35,Berkembang
U0711,Nasabah0711,wanita,36,Bandung,Freelancer,9000000,21304702,Dana pensiun,58,Penabung Disiplin
U0712,Nasabah0712,pria,48,Jakarta,Guru,7000000,10154268,Dana pendidikan anak,63,Numpang Lewat
U0713,Nasabah0713,wanita,41,Yogyakarta,Karyawan BUMN,5000000,6484905,Dana pendidikan anak,55,Konsumtif
U0714,Nasabah0714,pria,25,Surabaya,Karyawan swasta,10000000,24242389,Dana pensiun,33,Numpang Lewat
U0715,Nasabah0715,wanita,20,Makassar,Freelancer,5000000,7755613,Dana pendidikan anak,23,Konsumtif
U0716,Nasabah0716,pria,34,Medan,Freelancer,4000000,1832895,Menikah,47,Defisit
U0717,Nasabah0717,wanita,35,Makassar,PNS,9000000,11972103,Dana pensiun,53,Numpang Lewat
U0718,Nasabah0718,pria,39,Surabaya,Karyawan swasta,5000000,8402252,Dana pensiun,47,Penabung Disiplin
U0719,Nasabah0719,wanita,28,Medan,PNS,7000000,8275483,Beli mobil,40,Berkembang
U0720,Nasabah0720,pria,35,Bandung,Karyawan BUMN,8000000,13932034,Beli mobil,41,Konsumtif
U0721,Nasabah0721,wanita,25,Semarang,Karyawan BUMN,5000000,9343862,Beli mobil,47,Berkembang
U0722,Nasabah0722,pria,36,Medan,Guru,10000000,26152462,Menikah,45,Penabung Disiplin
U0723,Nasabah0723,wanita,28,Makassar,Guru,10000000,18174469,Beli rumah,43,Konsumtif
U0724,Nasabah0724,pria,32,Denpasar,Karyawan BUMN,4000000,4534675,Liburan,49,Berkembang
U0725,Nasabah0725,wanita,28,Surabaya,Guru,8000000,19778576,Beli mobil,47,Penabung Disiplin
U0726,Nasabah0726,pria,23,Medan,Wiraswasta,5000000,7768665,Menikah,26,Konsumtif
U0727,Nasabah0727,wanita,41,Makassar,Guru,7000000,10212223,Beli rumah,46,Berkembang
U0728,Nasabah0728,pria,20,Bandung,Wiraswasta,6000000,10194777,Liburan,40,Penabung Disiplin
U0729,Nasabah0729,wanita,20,Semarang,PNS,10000000,26025997,Beli rumah,24,Penabung Disiplin
U0730,Nasabah0730,pria,30,Makassar,Wiraswasta,4000000,5459764,Dana pendidikan anak,50,Penabung Disiplin
U0731,Nasabah0731,wanita,22,Medan,Guru,4000000,7078637,Dana pendidikan anak,34,Konsumtif
U0732,Nasabah0732,pria,23,Jakarta,Wiraswasta,7000000,17248076,Dana pensiun,44,Penabung Disiplin
U0733,Nasabah0733,wanita,37,Medan,Karyawan swasta,8000000,12913713,Dana pendidikan anak,59,Berkembang
U0734,Nasabah0734,pria,33,Semarang,Freelancer,9000000,16617950,Beli rumah,54,Berkembang
U0735,Nasabah0735,wanita,31,Makassar,Wiraswasta,6000000,11012610,Dana darurat,35,Penabung Disiplin
U0736,Nasabah0736,pria,20,Semarang,PNS,8000000,16335382,Dana darurat,37,Konsumtif
U0737,Nasabah0737,wanita,28,Semarang,PNS,12000000,31941400,Beli mobil,48,Penabung Disiplin
U0738,Nasabah0738,pria,27,Surabaya,Freelancer,10000000,26888270,Liburan,43,Berkembang
U0739,Nasabah0739,wanita,20,Semarang,Guru,12000000,32569701,Dana darurat,23,Konsumtif
U0740,Nasabah0740,pria,44,Surabaya,Karyawan BUMN,12000000,21241842,Dana pendidikan anak,59,Konsumtif
U0741,Nasabah0741,wanita,25,Makassar,Karyawan swasta,6000000,10293862,Liburan,36,Berkembang
U0742,Nasabah0742,pria,29,Semarang,Wiraswasta,4000000,1789123,Dana darurat,46,Defisit
U0743,Nasabah0743,wanita,28,Semarang,Karyawan swasta,9000000,13189168,Dana pensiun,33,Berkembang
U0744,Nasabah0744,pria,20,Bandung,PNS,6000000,13290489,Beli rumah,25,Berkembang
U0745,Nasabah0745,wanita,42,Denpasar,Karyawan BUMN,7000000,12900526,Liburan,59,Konsumtif
U0746,Nasabah0746,pria,29,Denpasar,Guru,12000000,37113294,Dana darurat,45,Penabung Disiplin
U0747,Nasabah0747,wanita,26,Denpasar,Karyawan swasta,12000000,21195912,Menikah,35,Konsumtif
U0748,Nasabah0748,pria,29,Denpasar,Karyawan swasta,4500000,4550192,Menikah,47,Berkembang
U0749,Nasabah0749,wanita,35,Semarang,Karyawan swasta,5000000,3461270,Beli rumah,53,Defisit
U0750,Nasabah0750,pria,33,Denpasar,Wiraswasta,10000000,33945630,Liburan,54,Konsumtif
U0751,Nasabah0751,wanita,30,Semarang,Karyawan swasta,7000000,12081283,Dana pendidikan anak,41,Konsumtif
U0752,Nasabah0752,pria,20,Denpasar,Karyawan swasta,4500000,2579441,Beli mobil,30,Defisit
U0753,Nasabah0753,wanita,26,Denpasar,Karyawan BUMN,6000000,7665068,Dana pendidikan anak,50,Berkembang
U0754,Nasabah0754,pria,30,Medan,PNS,4000000,5551956,Dana darurat,37,Penabung Disiplin
U0755,Nasabah0755,wanita,31,Semarang,PNS,10000000,22741618,Beli mobil,46,Penabung Disiplin
U0756,Nasabah0756,pria,20,Medan,Karyawan BUMN,10000000,15753358,Dana pendidikan anak,29,Berkembang
U0757,Nasabah0757,wanita,33,Bandung,PNS,8000000,9856972,Dana pendidikan anak,45,Berkembang
U0758,Nasabah0758,pria,29,Denpasar,Wiraswasta,4000000,2597846,Liburan,47,Defisit
U0759,Nasabah0759,wanita,25,Yogyakarta,Karyawan swasta,5000000,3319189,Liburan,34,Defisit
U0760,Nasabah0760,pria,29,Medan,Wiraswasta,6000000,8092430,Beli rumah,33,Berkembang
U0761,Nasabah0761,wanita,29,Bandung,PNS,12000000,39412690,Dana pensiun,42,Konsumtif
U0762,Nasabah0762,pria,29,Yogyakarta,Guru,7000000,15718613,Beli mobil,53,Konsumtif
U0763,Nasabah0763,wanita,34,Makassar,PNS,12000000,28465623,Dana pendidikan anak,47,Berkembang
U0764,Nasabah0764,pria,27,Semarang,PNS,8000000,16595206,Dana pendidikan anak,40,Berkembang
