trx_id,user_id,tanggal_waktu,arah,kategori,merchant_id,merchant_nama,metode,tujuan,nominal,saldo_setelah
T067141,U0456,2026-08-22 13:51:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,22241,7106803
T067142,U0456,2026-08-22 21:47:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,64173,7042630
T067143,U0456,2026-08-23 07:24:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,18268,7024362
T067144,U0456,2026-08-23 12:39:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,26875,6997487
T067145,U0456,2026-08-23 18:00:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,68152,6929335
T067146,U0456,2026-08-24 12:22:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,33005,6896330
T067147,U0456,2026-08-24 22:23:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,75233,6821097
T067151,U0456,2026-08-25 09:32:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,22606,6798491
T067148,U0456,2026-08-25 09:44:00,masuk,Gaji,,,Transfer,BNI,8000000,14798491
T067152,U0456,2026-08-25 11:14:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,35942,14762549
T067150,U0456,2026-08-25 14:26:00,keluar,Life Goals,,,Transfer,BNI,81834,14680715
T067153,U0456,2026-08-26 14:48:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,27910,14652805
T067154,U0456,2026-08-27 09:10:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,20824,14631981
T067149,U0456,2026-08-27 10:30:00,keluar,Top Up E-Wallet,,,Transfer,E-Wallet,1741396,12890585
T067155,U0456,2026-08-27 11:26:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,25519,12865066
T067158,U0456,2026-08-28 07:07:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,28366,12836700
T067156,U0456,2026-08-28 07:29:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,24527,12812173
T067157,U0456,2026-08-28 12:06:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,35349,12776824
T067160,U0456,2026-08-28 12:37:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,86910,12689914
T067159,U0456,2026-08-28 21:22:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,79460,12610454
T067162,U0456,2026-08-29 14:19:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,106161,12504293
T067161,U0456,2026-08-29 14:21:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,28603,12475690
T067163,U0456,2026-08-29 22:15:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,83657,12392033
T067164,U0456,2026-08-30 12:55:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,34669,12357364
T067165,U0456,2026-08-30 16:24:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,93167,12264197
T067166,U0456,2026-08-30 17:32:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,86613,12177584
T067167,U0456,2026-08-31 08:05:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,20981,12156603
T067168,U0456,2026-09-01 10:29:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,21385,12135218
T067169,U0456,2026-09-01 11:17:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,31560,12103658
T067170,U0456,2026-09-02 20:57:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,78657,12025001
T067171,U0456,2026-09-03 06:09:00,keluar,Tagihan,,Tagihan Listrik & Internet,Autodebet,Merchant,533077,11491924
T067172,U0456,2026-09-03 11:07:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,31227,11460697
T067173,U0456,2026-09-03 12:32:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,28916,11431781
T067174,U0456,2026-09-04 08:39:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,21139,11410642
T067175,U0456,2026-09-04 11:16:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,36957,11373685
T067176,U0456,2026-09-04 14:17:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,62807,11310878
T067177,U0456,2026-09-05 12:28:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,28434,11282444
T067178,U0456,2026-09-05 18:14:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,94389,11188055
T067181,U0456,2026-09-06 07:13:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,21194,11166861
T067179,U0456,2026-09-06 09:29:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,19347,11147514
T067180,U0456,2026-09-06 14:39:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,34777,11112737
T067182,U0456,2026-09-07 09:46:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,17539,11095198
T067183,U0456,2026-09-07 11:11:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,33830,11061368
T067184,U0456,2026-09-08 11:28:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,31184,11030184
T067185,U0456,2026-09-08 19:28:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,66575,10963609
T067186,U0456,2026-09-09 08:42:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,25753,10937856
T067187,U0456,2026-09-09 14:38:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,34337,10903519
T067188,U0456,2026-09-10 10:39:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,19735,10883784
T067189,U0456,2026-09-10 12:16:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,32331,10851453
T067190,U0456,2026-09-10 13:57:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,22617,10828836
T067191,U0456,2026-09-10 18:44:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,99446,10729390
T067192,U0456,2026-09-11 13:28:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,25477,10703913
T067193,U0456,2026-09-12 12:05:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,32856,10671057
T067194,U0456,2026-09-13 13:50:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,34725,10636332
T067195,U0456,2026-09-14 11:15:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,25234,10611098
T067196,U0456,2026-09-14 19:51:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,86612,10524486
T067197,U0456,2026-09-15 15:13:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,91295,10433191
T067198,U0456,2026-09-16 11:03:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,25502,10407689
T067199,U0456,2026-09-17 13:51:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,28815,10378874
T067200,U0456,2026-09-18 14:47:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,29894,10348980
T067201,U0456,2026-09-19 12:11:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,31310,10317670
T067202,U0456,2026-09-19 20:24:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,24326,10293344
T067203,U0456,2026-09-19 22:25:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,86443,10206901
T067204,U0456,2026-09-20 10:47:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,22173,10184728
T067205,U0456,2026-09-20 12:20:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,30836,10153892
T067206,U0456,2026-09-20 16:36:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,77737,10076155
T067207,U0456,2026-09-21 14:28:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,35218,10040937
T067208,U0456,2026-09-21 21:21:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,25909,10015028
T067209,U0456,2026-09-22 13:25:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,28592,9986436
T067211,U0456,2026-09-22 16:01:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,79831,9906605
T067210,U0456,2026-09-22 19:55:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,76136,9830469
T067212,U0456,2026-09-23 07:06:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,23897,9806572
T067213,U0456,2026-09-24 09:31:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,22015,9784557
T067214,U0456,2026-09-24 11:26:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,28800,9755757
T067215,U0456,2026-09-25 09:48:00,masuk,Gaji,,,Transfer,BNI,8000000,17755757
T067218,U0456,2026-09-25 11:39:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,30519,17725238
T067219,U0456,2026-09-25 13:45:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,26293,17698945
T067220,U0456,2026-09-25 21:49:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,97707,17601238
T067221,U0456,2026-09-26 12:29:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,34001,17567237
T067222,U0456,2026-09-26 13:48:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,26012,17541225
T067223,U0456,2026-09-26 13:57:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,74279,17466946
T067217,U0456,2026-09-26 17:06:00,keluar,Life Goals,,,Transfer,BNI,81834,17385112
T067224,U0456,2026-09-26 18:15:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,86160,17298952
T067216,U0456,2026-09-27 09:36:00,keluar,Top Up E-Wallet,,,Transfer,E-Wallet,1741396,15557556
T067225,U0456,2026-09-27 14:09:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,33558,15523998
T067226,U0457,2026-06-30 07:02:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,34687,12495625
T067228,U0457,2026-06-30 09:51:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,8715,12486910
T067227,U0457,2026-06-30 11:47:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,32505,12454405
T067229,U0457,2026-07-01 21:33:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,179779,12274626
T067230,U0457,2026-07-02 07:49:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,32440,12242186
T067231,U0457,2026-07-02 12:34:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,30208,12211978
T067232,U0457,2026-07-03 06:30:00,keluar,Tagihan,,Tagihan Listrik & Internet,Autodebet,Merchant,341773,11870205
T067233,U0457,2026-07-03 12:11:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,39646,11830559
T067234,U0457,2026-07-03 14:24:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,102738,11727821
T067235,U0457,2026-07-03 17:25:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,257352,11470469
T067236,U0457,2026-07-04 13:30:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,30952,11439517
T067237,U0457,2026-07-05 09:03:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,11124,11428393
T067238,U0457,2026-07-06 10:06:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,37514,11390879
T067239,U0457,2026-07-08 13:28:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,35569,11355310
T067240,U0457,2026-07-09 08:36:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,31268,11324042
T067241,U0457,2026-07-10 08:33:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,39898,11284144
T067242,U0457,2026-07-10 20:16:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,9960,11274184
T067243,U0457,2026-07-11 16:29:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,92593,11181591
T067244,U0457,2026-07-12 13:18:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,39741,11141850
T067245,U0457,2026-07-13 07:09:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,29099,11112751
T067246,U0457,2026-07-13 17:36:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,12341,11100410
T067247,U0457,2026-07-13 21:13:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,94199,11006211
T067248,U0457,2026-07-15 08:31:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,11768,10994443
T067249,U0457,2026-07-16 12:58:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,34205,10960238
T067251,U0457,2026-07-17 06:47:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,10214,10950024
T067250,U0457,2026-07-17 10:38:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,35619,10914405
T067252,U0457,2026-07-18 12:54:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,39385,10875020
T067253,U0457,2026-07-18 18:56:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,8452,10866568
T067254,U0457,2026-07-19 14:22:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,9163,10857405
T067255,U0457,2026-07-20 11:30:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,29026,10828379
T067256,U0457,2026-07-20 14:33:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,12053,10816326
T067257,U0457,2026-07-21 09:52:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,39526,10776800
T067258,U0457,2026-07-21 14:09:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,34785,10742015
T067259,U0457,2026-07-22 11:16:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,11732,10730283
T067260,U0457,2026-07-23 07:50:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,33667,10696616
T067261,U0457,2026-07-23 11:53:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,227322,10469294
T067262,U0457,2026-07-24 07:01:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,32946,10436348
T067263,U0457,2026-07-24 21:51:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,9780,10426568
T067264,U0457,2026-07-25 09:36:00,masuk,Gaji,,,Transfer,BNI,9000000,19426568
T067267,U0457,2026-07-25 15:31:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,11292,19415276
T067268,U0457,2026-07-26 07:02:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,29518,19385758
T067269,U0457,2026-07-26 08:43:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,11691,19374067
T067265,U0457,2026-07-26 17:17:00,keluar,Top Up E-Wallet,,,Transfer,E-Wallet,1586800,17787267
T067266,U0457,2026-07-26 18:51:00,keluar,Life Goals,,,Transfer,BNI,1196459,16590808
T067270,U0457,2026-07-27 14:13:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,12503,16578305
T067271,U0457,2026-07-28 07:36:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,39316,16538989
T067272,U0457,2026-07-28 13:41:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,40279,16498710
T067273,U0457,2026-07-28 21:58:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,11566,16487144
T067274,U0457,2026-07-29 13:34:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,12499,16474645
T067276,U0457,2026-07-30 06:10:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,10676,16463969
T067275,U0457,2026-07-30 13:55:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,38358,16425611
T067277,U0457,2026-07-31 10:31:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,40050,16385561
T067278,U0457,2026-07-31 13:38:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,28348,16357213
T067279,U0457,2026-07-31 20:21:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,9514,16347699
T067280,U0457,2026-08-01 19:27:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,9533,16338166
T067281,U0457,2026-08-02 18:26:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,102455,16235711
T067282,U0457,2026-08-03 06:14:00,keluar,Tagihan,,Tagihan Listrik & Internet,Autodebet,Merchant,333391,15902320
T067283,U0457,2026-08-04 08:06:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,35339,15866981
T067284,U0457,2026-08-04 11:54:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,8453,15858528
T067285,U0457,2026-08-05 08:34:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,38435,15820093
T067286,U0457,2026-08-06 12:25:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,38277,15781816
T067287,U0457,2026-08-06 15:45:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,235910,15545906
T067288,U0457,2026-08-07 14:51:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,8603,15537303
T067289,U0457,2026-08-07 23:14:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,216502,15320801
T067290,U0457,2026-08-08 10:55:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,35013,15285788
T067291,U0457,2026-08-08 14:01:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,9796,15275992
T067292,U0457,2026-08-10 09:19:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,35060,15240932
T067293,U0457,2026-08-10 13:45:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,32161,15208771
T067294,U0457,2026-08-10 20:26:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,9396,15199375
T067295,U0457,2026-08-11 11:16:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,32530,15166845
T067296,U0457,2026-08-13 14:29:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,9853,15156992
T067298,U0457,2026-08-15 07:45:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,11777,15145215
T067297,U0457,2026-08-15 13:58:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,28700,15116515
T067299,U0457,2026-08-16 08:37:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,31211,15085304
T067300,U0457,2026-08-16 10:00:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,9697,15075607
T067301,U0457,2026-08-17 08:14:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,34840,15040767
T067302,U0457,2026-08-17 12:38:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,28822,15011945
T067303,U0457,2026-08-17 21:44:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,10324,15001621
T067304,U0457,2026-08-18 09:10:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,11538,14990083
T067305,U0457,2026-08-20 08:54:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,11060,14979023
T067306,U0457,2026-08-21 08:36:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,27856,14951167
T067307,U0457,2026-08-21 13:18:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,40199,14910968
T067308,U0457,2026-08-22 09:34:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,8636,14902332
T067309,U0457,2026-08-23 17:25:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,12044,14890288
T067310,U0457,2026-08-25 10:01:00,masuk,Gaji,,,Transfer,BNI,9000000,23890288
T067313,U0457,2026-08-25 14:16:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,39853,23850435
T067312,U0457,2026-08-25 19:38:00,keluar,Life Goals,,,Transfer,BNI,1196459,22653976
T067311,U0457,2026-08-25 20:36:00,keluar,Top Up E-Wallet,,,Transfer,E-Wallet,1586800,21067176
T067314,U0457,2026-08-26 07:49:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,37040,21030136
T067315,U0457,2026-08-27 10:41:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,27589,21002547
T067316,U0457,2026-08-27 12:06:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,34092,20968455
T067317,U0457,2026-08-27 21:04:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,11182,20957273
T067318,U0457,2026-08-27 22:55:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,123607,20833666
T067319,U0457,2026-08-28 06:29:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,9601,20824065
T067320,U0457,2026-08-29 10:04:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,38255,20785810
T067321,U0457,2026-08-29 18:21:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,9844,20775966
T067323,U0457,2026-08-30 11:44:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,9294,20766672
T067322,U0457,2026-08-30 14:28:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,28294,20738378
T067325,U0457,2026-08-31 09:08:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,12429,20725949
T067324,U0457,2026-08-31 13:26:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,28671,20697278
T067326,U0457,2026-09-01 11:21:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,182754,20514524
T067327,U0457,2026-09-02 11:28:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,10138,20504386
T067328,U0457,2026-09-03 08:51:00,keluar,Tagihan,,Tagihan Listrik & Internet,Autodebet,Merchant,362803,20141583
T067329,U0457,2026-09-03 12:43:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,10213,20131370
T067330,U0457,2026-09-04 11:48:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,33596,20097774
T067331,U0457,2026-09-06 19:06:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,9197,20088577
T067332,U0457,2026-09-07 09:56:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,12329,20076248
T067333,U0457,2026-09-08 20:30:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,9181,20067067
T067334,U0457,2026-09-10 09:08:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,41030,20026037
T067335,U0457,2026-09-10 12:29:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,31062,19994975
T067336,U0457,2026-09-11 14:06:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,36220,19958755
T067337,U0457,2026-09-12 07:58:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,27817,19930938
T067338,U0457,2026-09-12 12:20:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,33722,19897216
T067339,U0457,2026-09-13 08:25:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,33560,19863656
T067340,U0457,2026-09-13 12:49:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,35373,19828283
T067341,U0457,2026-09-14 12:34:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,10290,19817993
T067342,U0457,2026-09-16 21:53:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,10994,19806999
T067345,U0457,2026-09-17 08:25:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,12223,19794776
T067343,U0457,2026-09-17 08:49:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,32126,19762650
T067346,U0457,2026-09-17 13:44:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,103019,19659631
T067344,U0457,2026-09-17 13:54:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,37574,19622057
T067348,U0457,2026-09-18 09:17:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,9994,19612063
T067347,U0457,2026-09-18 11:28:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,30437,19581626
T067349,U0457,2026-09-19 08:34:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,29445,19552181
T067350,U0457,2026-09-19 13:54:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,34651,19517530
T067351,U0457,2026-09-20 09:58:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,30380,19487150
T067352,U0457,2026-09-21 16:32:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,11438,19475712
T067353,U0457,2026-09-21 16:48:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,85548,19390164
T067354,U0457,2026-09-22 21:57:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,11199,19378965
T067355,U0457,2026-09-23 08:41:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,35339,19343626
T067356,U0457,2026-09-23 14:48:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,29464,19314162
T067360,U0457,2026-09-25 07:39:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,37163,19276999
T067357,U0457,2026-09-25 09:00:00,masuk,Gaji,,,Transfer,BNI,9000000,28276999
T067361,U0457,2026-09-25 11:48:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,35154,28241845
T067358,U0457,2026-09-26 15:38:00,keluar,Top Up E-Wallet,,,Transfer,E-Wallet,1586800,26655045
T067362,U0457,2026-09-26 16:25:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,11654,26643391
T067359,U0457,2026-09-26 21:43:00,keluar,Life Goals,,,Transfer,BNI,1196459,25446932
T067363,U0457,2026-09-27 08:00:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,37528,25409404
T067364,U0457,2026-09-27 16:45:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,102332,25307072
T067365,U0458,2026-06-30 12:42:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,28645,8881274
T067366,U0458,2026-06-30 15:06:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,78984,8802290
T067368,U0458,2026-07-01 08:26:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,20164,8782126
T067369,U0458,2026-07-01 13:18:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,238776,8543350
T067367,U0458,2026-07-01 14:00:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,39119,8504231
T067370,U0458,2026-07-02 10:44:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,22307,8481924
T067371,U0458,2026-07-02 16:18:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,22317,8459607
T067374,U0458,2026-07-03 06:14:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,19927,8439680
T067372,U0458,2026-07-03 08:39:00,keluar,Tagihan,,Tagihan Listrik & Internet,Autodebet,Merchant,408201,8031479
T067373,U0458,2026-07-03 10:17:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,21586,8009893
T067375,U0458,2026-07-04 07:49:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,19801,7990092
T067376,U0458,2026-07-04 19:20:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,74221,7915871
T067377,U0458,2026-07-04 22:54:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,240123,7675748
T067378,U0458,2026-07-05 09:13:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,24971,7650777
T067381,U0458,2026-07-05 11:03:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,211370,7439407
